usid,term,chief,name,issue,issue_description,liberal_flag,precedent
422US205,1974,Burger,ERZNOZNIK v. CITY OF JACKSONVILLE,30190,"obscenity, state (cf. comity: privacy): including the regulation of sexually explicit material under the 21st Amendment",1,0
422US225,1974,Burger,UNITED STATES v. NOBLES,10160,"discovery and inspection (in the context of criminal litigation only, otherwise Freedom of Information Act and related federal or state statutes or regulations)",0,0
422US271,1974,Burger,UNITED STATES v. AMERICAN BUILDING MAINTENANCE INDUSTRIES,80020,mergers,0,0
422US332,1974,Burger,"HICKS, DISTRICT ATTORNEY OF ORANGE COUNTY, et al. v. MIRANDA, DBA WALNUT PROPERTIES, et al.",90060,comity: obscenity,0,0
422US358,1974,Burger,"CITY OF RICHMOND, VIRGINIA v. UNITED STATES et al.",20020,"Voting Rights Act of 1965, plus amendments",0,0
422US395,1974,Burger,"PREISER, COMMISSIONER OF CORRECTIONAL SERVICES OF NEW YORK, et al. v. NEWKIRK",90130,mootness (cf. standing to sue: live dispute),0,0
422US405,1974,Burger,ALBEMARLE PAPER CO. et al. v. MOODY et al.,20060,"employment discrimination: on basis of race, age, religion, illegitimacy, national origin, or working conditions.",1,0
422US454,1974,Burger,"MUNIZ et al. v. HOFFMAN, REGIONAL DIRECTOR, NATIONAL LABOR RELATIONS BOARD",10580,"jury trial (right to, as distinct from extra-legal jury influences)",0,0
422US490,1974,Burger,WARTH et al. v. SELDIN et al.,90220,standing to sue: direct injury,0,0
422US531,1974,Burger,UNITED STATES v. PELTIER,10040,retroactivity (of newly announced or newly enacted constitutional or statutory rights),0,0
422US563,1974,Burger,O'CONNOR v. DONALDSON,40010,"due process: miscellaneous (cf. loyalty oath), the residual code",1,0
422US590,1974,Burger,BROWN v. ILLINOIS,10010,involuntary confession,1,0
422US659,1974,Burger,"GORDON v. NEW YORK STOCK EXCHANGE, INC., et al.",80010,antitrust (except in the context of mergers and union antitrust),0,0
422US694,1974,Burger,"UNITED STATES v. NATIONAL ASSOCIATION OF SECURITIES DEALERS, INC., et al.",80010,antitrust (except in the context of mergers and union antitrust),0,0
422US749,1974,Burger,"WEINBERGER, SECRETARY OF HEALTH, EDUCATION, AND WELFARE, et al. v. SALFI et al.",20180,"poverty law, constitutional",0,0
422US806,1974,Burger,FARETTA v. CALIFORNIA,10120,right to counsel (cf. indigents appointment of counsel or inadequate representation),1,0
422US853,1974,Burger,HERRING v. NEW YORK,10120,right to counsel (cf. indigents appointment of counsel or inadequate representation),1,0
422US873,1974,Burger,UNITED STATES v. BRIGNONI-PONCE,10060,"search and seizure, vehicles",1,0
422US891,1974,Burger,UNITED STATES v. ORTIZ,10060,"search and seizure, vehicles",1,0
422US922,1974,Burger,"DORAN v. SALEM INN, INC., et al.",90090,"comity primarily removal cases, civil procedure (cf. comity, criminal and First Amendment); deference to foreign judicial tribunals",0,0
423US96,1975,Burger,MICHIGAN v. MOSLEY,10100,Miranda warnings,0,0
423US147,1975,Burger,WEINSTEIN et al. v. BRADFORD,90130,mootness (cf. standing to sue: live dispute),0,0
423US161,1975,Burger,LAING v. UNITED STATES et al.,40020,due process: hearing or notice (other than as pertains to government employees or prisoners' rights),1,0
423US276,1975,Burger,"MICHELIN TIRE CORP. v. WAGES, TAX COMMISSIONER, et al.",80100,state or local government tax,1,1
423US362,1975,Burger,"RIZZO, MAYOR OF PHILADELPHIA, et al. v. GOODE et al.",90010,comity: civil rights,0,0
423US411,1975,Burger,UNITED STATES v. WATSON,10060,"search and seizure, vehicles",0,0
424US1,1975,Burger,"BUCKLEY et al. v. VALEO, SECRETARY OF THE UNITED STATES SENATE, et al.",30140,campaign spending (cf. governmental corruption):,1,0
424US319,1975,Burger,"MATHEWS, SECRETARY OF HEALTH, EDUCATION, AND WELFARE v. ELDRIDGE",20180,"poverty law, constitutional",0,0
424US351,1975,Burger,DE CANAS et al. v. BICA et al.,20120,employability of aliens (cf. immigration and naturalization),1,0
424US366,1975,Burger,"GREAT ATLANTIC & PACIFIC TEA CO., INC. v. COTTRELL, HEALTH OFFICER OF MISSISSIPPI",80110,"state or local government regulation, especially of business (cf. federal pre-emption of state court jurisdiction, federal pre-emption of state legislation or regulation)",0,0
424US382,1975,Burger,"FISHER v. DISTRICT COURT OF THE SIXTEENTH JUDICIAL DISTRICT OF MONTANA, IN AND FOR THE COUNTY OF ROSEBUD",20160,"Indians, state jurisdiction over",1,0
424US392,1975,Burger,UNITED STATES v. TESTAN et al.,90360,judicial administration: jurisdiction or authority of the Court of Claims,0,0
424US409,1975,Burger,"IMBLER v. PACHTMAN, DISTRICT ATTORNEY",20400,"liability, civil rights acts (cf. liability, governmental and liability, nongovernmental; cruel and unusual punishment, non-death penalty)",0,0
424US448,1975,Burger,"TIME, INC. v. FIRESTONE",30030,"libel, defamation: defamation of public officials and public and private persons",0,0
424US507,1975,Burger,HUDGENS v. NATIONAL LABOR RELATIONS BOARD et al.,30010,"First Amendment, miscellaneous (cf. comity: First Amendment)",0,1
424US554,1975,Burger,"HINES et al. v. ANCHOR MOTOR FREIGHT, INC., et al.",70010,arbitration (in the context of labor-management or employer-employee relations) (cf. arbitration),1,0
424US589,1975,Burger,RISTAINO et al. v. ROSS,10230,extra-legal jury influences: voir dire (not necessarily a criminal case),0,0
424US600,1975,Burger,UNITED STATES v. DINITZ,10170,double jeopardy,0,0
424US636,1975,Burger,EAST CARROLL PARISH SCHOOL BOARD et al. v. MARSHALL,20090,reapportionment: other than plans governed by the Voting Rights Act,1,0
424US648,1975,Burger,GARNER v. UNITED STATES,10090,self-incrimination (other than as pertains to Miranda or immunity from prosecution),0,0
424US669,1975,Burger,MCKINNEY v. ALABAMA,30190,"obscenity, state (cf. comity: privacy): including the regulation of sexually explicit material under the 21st Amendment",1,0
424US693,1975,Burger,"PAUL, CHIEF OF POLICE, LOUISVILLE, et al. v. DAVIS",20400,"liability, civil rights acts (cf. liability, governmental and liability, nongovernmental; cruel and unusual punishment, non-death penalty)",0,0
424US747,1975,Burger,"FRANKS et al. v. BOWMAN TRANSPORTATION CO., INC., et al.",20060,"employment discrimination: on basis of race, age, religion, illegitimacy, national origin, or working conditions.",1,0
424US800,1975,Burger,COLORADO RIVER WATER CONSERVATION DISTRICT et al. v. UNITED STATES,90090,"comity primarily removal cases, civil procedure (cf. comity, criminal and First Amendment); deference to foreign judicial tribunals",0,0
424US828,1975,Burger,"GREER, COMMANDER, FORT DIX MILITARY RESERVATION, et al. v. SPOCK et al.",30010,"First Amendment, miscellaneous (cf. comity: First Amendment)",0,0
425US1,1975,Burger,"ABBOTT LABORATORIES et al. v. PORTLAND RETAIL DRUGGISTS ASSN., INC.",80010,antitrust (except in the context of mergers and union antitrust),0,0
425US25,1975,Burger,"MIDDENDORF, SECRETARY OF THE NAVY, et al. v. HENRY et al.",10120,right to counsel (cf. indigents appointment of counsel or inadequate representation),0,0
425US80,1975,Burger,GEDERS v. UNITED STATES,10120,right to counsel (cf. indigents appointment of counsel or inadequate representation),1,0
425US130,1975,Burger,BEER et al. v. UNITED STATES et al.,20020,"Voting Rights Act of 1965, plus amendments",0,0
425US164,1975,Burger,UNITED STATES v. UNITED CONTINENTAL TUNA CORP.,80050,election of remedies: legal remedies available to injured persons or things,0,0
425US185,1975,Burger,ERNST & ERNST v. HOCHFELDER et al.,80120,federal or state regulation of securities,0,0
425US238,1975,Burger,"KELLEY, COMMISSIONER, SUFFOLK COUNTY POLICE DEPARTMENT v. JOHNSON",30010,"First Amendment, miscellaneous (cf. comity: First Amendment)",0,0
425US308,1975,Burger,BAXTER et al. v. PALMIGIANO,40040,due process: prisoners' rights and defendants' rights,0,0
425US341,1975,Burger,BECKWITH v. UNITED STATES,10100,Miranda warnings,0,0
425US352,1975,Burger,DEPARTMENT OF THE AIR FORCE et al. v. ROSE et al.,50040,Freedom of Information Act and related federal or state statutes or regulations,1,0
425US391,1975,Burger,FISHER et al. v. UNITED STATES et al.,10090,self-incrimination (other than as pertains to Miranda or immunity from prosecution),0,0
425US435,1975,Burger,UNITED STATES v. MILLER,10050,search and seizure (other than as pertains to vehicles or Crime Control Act),0,0
425US463,1975,Burger,"MOE, SHERIFF, et al. v. CONFEDERATED SALISH AND KOOTENAI TRIBES OF THE FLATHEAD RESERVATION et al.",20160,"Indians, state jurisdiction over",1,0
425US501,1975,Burger,"ESTELLE, CORRECTIONS DIRECTOR v. WILLIAMS",10240,extra-legal jury influences: prison garb or appearance,0,0
425US536,1975,Burger,"FRANCIS v. HENDERSON, WARDEN",10020,habeas corpus,0,0
425US564,1975,Burger,UNITED STATES v. MANDUJANO,10100,Miranda warnings,0,0
425US610,1975,Burger,HYNES et al. v. MAYOR AND COUNCIL OF BOROUGH OF ORADELL et al.,30010,"First Amendment, miscellaneous (cf. comity: First Amendment)",1,0
425US682,1975,Burger,"ALFRED DUNHILL OF LONDON, INC. v. REPUBLIC OF CUBA et al.",90490,judicial administration: Act of State doctrine,1,0
425US738,1975,Burger,HOSPITAL BUILDING CO. v. TRUSTEES OF REX HOSPITAL et al.,80010,antitrust (except in the context of mergers and union antitrust),1,0
425US748,1975,Burger,"VIRGINIA STATE BOARD OF PHARMACY et al. v. VIRGINIA CITIZENS CONSUMER COUNCIL, INC., et al.",30020,"commercial speech, excluding attorneys",1,1
426US26,1975,Burger,"SIMON, SECRETARY OF THE TREASURY, et al. v. EASTERN KENTUCKY WELFARE RIGHTS ORGANIZATION et al.",90220,standing to sue: direct injury,0,0
426US67,1975,Burger,"MATHEWS, SECRETARY OF HEALTH, EDUCATION, AND WELFARE v. DIAZ et al.",20300,immigration and naturalization: welfare benefits,0,0
426US88,1975,Burger,"HAMPTON, CHAIRMAN, U.S. CIVIL SERVICE COMMISSION, et al. v. MOW SUN WONG et al.",20120,employability of aliens (cf. immigration and naturalization),1,0
426US128,1975,Burger,CAPPAERT et al. v. UNITED STATES et al.,80130,"natural resources - environmental protection (cf. national supremacy: natural resources, national supremacy: pollution)",1,0
426US148,1975,Burger,RADZANOWER v. TOUCHE ROSS & CO. et al.,90140,venue,0,0
426US229,1975,Burger,"WASHINGTON, MAYOR OF WASHINGTON, D. C., et al. v. DAVIS et al.",20060,"employment discrimination: on basis of race, age, religion, illegitimacy, national origin, or working conditions.",0,0
426US283,1975,Burger,"CITY OF CHARLOTTE et al. v. LOCAL 660, INTERNATIONAL ASSOCIATION OF FIREFIGHTERS, et al.",70200,labor-management disputes: miscellaneous dispute,0,0
426US317,1975,Burger,UNITED STATES v. MACCOLLOM,20370,indigents: transcript,0,0
426US341,1975,Burger,BISHOP v. WOOD et al.,40030,"due process: hearing, government employees",0,0
426US373,1975,Burger,"BRYAN v. ITASCA COUNTY, MINNESOTA",20160,"Indians, state jurisdiction over",1,0
426US394,1975,Burger,KERR et al. v. UNITED STATES DISTRICT COURT FOR THE NORTHERN DISTRICT OF CALIFORNIA et al.,10160,"discovery and inspection (in the context of criminal litigation only, otherwise Freedom of Information Act and related federal or state statutes or regulations)",0,0
426US482,1975,Burger,HORTONVILLE JOINT SCHOOL DISTRICT NO. 1 et al. v. HORTONVILLE EDUCATION ASSN. et al.,40050,due process: impartial decision maker,0,0
426US572,1975,Burger,"EXAMINING BOARD OF ENGINEERS, ARCHITECTS AND SURVEYORS et al. v. FLORES DE OTERO",20120,employability of aliens (cf. immigration and naturalization),1,0
426US610,1975,Burger,DOYLE v. OHIO,10100,Miranda warnings,1,0
426US637,1975,Burger,"HENDERSON, CORRECTIONAL SUPERINTENDENT v. MORGAN",10030,plea bargaining: the constitutionality of and/or the circumstances of its exercise,1,0
426US660,1975,Burger,PENNSYLVANIA v. NEW JERSEY,90370,judicial administration: Supreme Court's original jurisdiction,0,0
426US696,1975,Burger,SERBIAN EASTERN ORTHODOX DIOCESE FOR THE UNITED STATES OF AMERICA AND CANADA et al. v. MILIVOJEVICH et al.,30160,free exercise of religion,1,0
426US736,1975,Burger,ROEMER et al. v. BOARD OF PUBLIC WORKS OF MARYLAND et al.,30180,"parochiaid: government aid to religious schools, or religious requirements in public schools",0,0
426US794,1975,Burger,"HUGHES, SECRETARY OF TRANSPORTATION OF MARYLAND, et al. v. ALEXANDRIA SCRAP CORP.",80110,"state or local government regulation, especially of business (cf. federal pre-emption of state court jurisdiction, federal pre-emption of state legislation or regulation)",0,0
426US833,1975,Burger,"NATIONAL LEAGUE OF CITIES et al. v. USERY, SECRETARY OF LABOR",70040,Fair Labor Standards Act,0,1
427US1,1975,Burger,"ALDINGER v. HOWARD, TREASURER OF SPOKANE COUNTY, et al.",90410,judicial administration: ancillary or pendent jurisdiction,0,0
427US38,1975,Burger,UNITED STATES v. SANTANA et al.,10050,search and seizure (other than as pertains to vehicles or Crime Control Act),0,0
427US50,1975,Burger,"YOUNG, MAYOR OF DETROIT, et al. v. AMERICAN MINI THEATRES, INC., et al.",30190,"obscenity, state (cf. comity: privacy): including the regulation of sexually explicit material under the 21st Amendment",0,0
427US97,1975,Burger,UNITED STATES v. AGURS,40010,"due process: miscellaneous (cf. loyalty oath), the residual code",0,0
427US132,1975,Burger,"LODGE 76, INTERNATIONAL ASSOCIATION OF MACHINISTS & AEROSPACE WORKERS, AFL-CIO, et al. v. WISCONSIN EMPLOYMENT RELATIONS COMMISSION et al.",100020,federal pre-emption of state court jurisdiction,1,1
427US215,1975,Burger,"MEACHUM, CORRECTIONAL SUPERINTENDENT, et al. v. FANO et al.",40040,due process: prisoners' rights and defendants' rights,0,0
427US236,1975,Burger,"MONTANYE, CORRECTIONAL SUPERINTENDENT, et al. v. HAYMES",40040,due process: prisoners' rights and defendants' rights,0,0
427US273,1975,Burger,MCDONALD et al. v. SANTA FE TRAIL TRANSPORTATION CO. et al.,20060,"employment discrimination: on basis of race, age, religion, illegitimacy, national origin, or working conditions.",1,0
427US297,1975,Burger,"CITY OF NEW ORLEANS et al. v. DUKES, DBA LOUISIANA CONCESSIONS",80110,"state or local government regulation, especially of business (cf. federal pre-emption of state court jurisdiction, federal pre-emption of state legislation or regulation)",0,1
427US307,1975,Burger,MASSACHUSETTS BOARD OF RETIREMENT et al. v. MURGIA,20060,"employment discrimination: on basis of race, age, religion, illegitimacy, national origin, or working conditions.",0,0
427US347,1975,Burger,"ELROD, SHERIFF, et al. v. BURNS et al.",30010,"First Amendment, miscellaneous (cf. comity: First Amendment)",1,0
427US424,1975,Burger,PASADENA CITY BOARD OF EDUCATION et al. v. SPANGLER et al.,90320,judicial administration: jurisdiction or authority of federal district courts or territorial courts,0,0
427US445,1975,Burger,"FITZPATRICK et al. v. BITZER, CHAIRMAN, STATE EMPLOYEES' RETIREMENT COMMISSION et al.",20060,"employment discrimination: on basis of race, age, religion, illegitimacy, national origin, or working conditions.",1,0
427US463,1975,Burger,ANDRESEN v. MARYLAND,10090,self-incrimination (other than as pertains to Miranda or immunity from prosecution),0,0
427US495,1975,Burger,"MATHEWS, SECRETARY OF HEALTH, EDUCATION, AND WELFARE v. LUCAS et al.",20200,"illegitimates, rights of (cf. juveniles): typically inheritance and survivor's benefits, and paternity suits",0,0
427US524,1975,Burger,"NORTON, A MINOR, BY CHILES v. MATHEWS, SECRETARY OF HEALTH, EDUCATION, AND WELFARE",20200,"illegitimates, rights of (cf. juveniles): typically inheritance and survivor's benefits, and paternity suits",0,0
427US539,1975,Burger,"NEBRASKA PRESS ASSN. et al. v. STUART, JUDGE, et al.",30010,"First Amendment, miscellaneous (cf. comity: First Amendment)",1,0
427US618,1975,Burger,LUDWIG v. MASSACHUSETTS,10580,"jury trial (right to, as distinct from extra-legal jury influences)",0,0
428US1,1975,Burger,"USERY, SECRETARY OF LABOR, et al. v. TURNER ELKHORN MINING CO. et al.",40010,"due process: miscellaneous (cf. loyalty oath), the residual code",1,0
428US52,1975,Burger,"PLANNED PARENTHOOD OF CENTRAL MISSOURI et al. v. DANFORTH, ATTORNEY GENERAL OF MISSOURI, et al.",50020,abortion: including contraceptives,1,0
428US106,1975,Burger,"SINGLETON, CHIEF, BUREAU OF MEDICAL SERVICES, DEPARTMENT OF HEALTH AND WELFARE OF MISSOURI v. WULFF et al.",90240,standing to sue: personal injury,1,0
428US132,1975,Burger,"BELLOTTI, ATTORNEY GENERAL OF MASSACHUSETTS, et al. v. BAIRD et al.",90070,comity: privacy,0,0
428US153,1975,Burger,GREGG v. GEORGIA,10130,"cruel and unusual punishment, death penalty (cf. extra legal jury influence, death penalty)",0,1
428US242,1975,Burger,PROFFITT v. FLORIDA,10130,"cruel and unusual punishment, death penalty (cf. extra legal jury influence, death penalty)",0,0
428US262,1975,Burger,JUREK v. TEXAS,10130,"cruel and unusual punishment, death penalty (cf. extra legal jury influence, death penalty)",0,0
428US280,1975,Burger,WOODSON et al. v. NORTH CAROLINA,10130,"cruel and unusual punishment, death penalty (cf. extra legal jury influence, death penalty)",1,0
428US325,1975,Burger,ROBERTS v. LOUISIANA,10130,"cruel and unusual punishment, death penalty (cf. extra legal jury influence, death penalty)",1,0
428US364,1975,Burger,SOUTH DAKOTA v. OPPERMAN,10060,"search and seizure, vehicles",0,0
